fdcId,identifier,identifierType,foodType,foodDescription,value,foodWeight,valueUnit,foodMeasure,measureValue
175210,16067,NDB #,SR Legacy,"Hyacinth beans, mature seeds, raw",0.0,210,g,"1 cup",0.0
175218,16235,NDB #,SR Legacy,"SILK Plain, soymilk",49.0,243,g,"1 cup",119
175216,16230,NDB #,SR Legacy,"Soymilk (all flavors), nonfat, with added calcium, vitamins A and D",41.0,243,g,"1 cup",99.6
175212,16215,NDB #,SR Legacy,"Vitasoy USA, Vitasoy Organic Creamy Original Soymilk",35.0,243,g,"1 cup",85.0
175212,16215,NDB #,SR Legacy,"Vitasoy USA, Vitasoy Organic Creamy Original Soymilk",35.0,243,g,"1 serving",85.0
175211,16068,NDB #,SR Legacy,"Hyacinth beans, mature seeds, cooked, boiled, without salt",0.0,194,g,"1 cup",0.0
175217,16231,NDB #,SR Legacy,"Soymilk, chocolate, nonfat, with added calcium, vitamins A and D",41.0,243,g,"1 cup",99.6
175215,16222,NDB #,SR Legacy,"Soymilk (all flavors), unsweetened, with added calcium, vitamins A and D",49.0,243,g,"1 cup",119
175220,16241,NDB #,SR Legacy,"SILK Plus Omega-3 DHA, soymilk",49.0,243,g,"1 cup",119
175214,16219,NDB #,SR Legacy,"Vitasoy USA, Vitasoy Light Vanilla Soymilk",33.0,243,g,"1 serving",80.2
175214,16219,NDB #,SR Legacy,"Vitasoy USA, Vitasoy Light Vanilla Soymilk",33.0,243,g,"1 cup",80.2
175219,16236,NDB #,SR Legacy,"SILK Vanilla, soymilk",49.0,243,g,"1 cup",119
175205,16052,NDB #,SR Legacy,"Broadbeans (fava beans), mature seeds, raw",0.0,150,g,"1 cup",0.0
175205,16052,NDB #,SR Legacy,"Broadbeans (fava beans), mature seeds, raw",0.0,9.4000000000000003552713678800500929355621337890625,g,"1 tbsp",0.0
175209,16061,NDB #,SR Legacy,"Cowpeas, catjang, mature seeds, cooked, boiled, without salt",0.0,171,g,"1 cup",0.0
175204,16051,NDB #,SR Legacy,"Beans, white, mature seeds, canned",0.0,262,g,"1 cup",0.0
175207,16059,NDB #,SR Legacy,"Chili with beans, canned",0.0,16,g,"1 tbsp",0.0
175207,16059,NDB #,SR Legacy,"Chili with beans, canned",0.0,256,g,"1 cup",0.0
175208,16060,NDB #,SR Legacy,"Cowpeas, catjang, mature seeds, raw",0.0,167,g,"1 cup",0.0
175203,16050,NDB #,SR Legacy,"Beans, white, mature seeds, cooked, boiled, without salt",0.0,11.199999999999999289457264239899814128875732421875,g,"1 tbsp",0.0
175203,16050,NDB #,SR Legacy,"Beans, white, mature seeds, cooked, boiled, without salt",0.0,179,g,"1 cup",0.0
175206,16058,NDB #,SR Legacy,"Chickpeas (garbanzo beans, bengal gram), mature seeds, canned, solids and liquids",0.0,448,g,"1 can (total can contents)",0.0
175206,16058,NDB #,SR Legacy,"Chickpeas (garbanzo beans, bengal gram), mature seeds, canned, solids and liquids",0.0,240,g,"1 cup",0.0
175200,16043,NDB #,SR Legacy,"Beans, pinto, mature seeds, cooked, boiled, without salt",0.0,171,g,"1 cup",0.0
175200,16043,NDB #,SR Legacy,"Beans, pinto, mature seeds, cooked, boiled, without salt",0.0,10.5999999999999996447286321199499070644378662109375,g,"1 tbsp",0.0
175198,16041,NDB #,SR Legacy,"Beans, pink, mature seeds, cooked, boiled, without salt",0.0,169,g,"1 cup",0.0
175199,16042,NDB #,SR Legacy,"Beans, pinto, mature seeds, raw (Includes foods for USDA's Food Distribution Program)",0.0,193,g,"1 cup",0.0
175199,16042,NDB #,SR Legacy,"Beans, pinto, mature seeds, raw (Includes foods for USDA's Food Distribution Program)",0.0,12,g,"1 tbsp",0.0
175201,16044,NDB #,SR Legacy,"Beans, pinto, mature seeds, canned, solids and liquids",0.0,442,g,"1 can",0.0
175201,16044,NDB #,SR Legacy,"Beans, pinto, mature seeds, canned, solids and liquids",0.0,240,g,"1 cup",0.0
175202,16049,NDB #,SR Legacy,"Beans, white, mature seeds, raw",0.0,202,g,"1 cup",0.0
175202,16049,NDB #,SR Legacy,"Beans, white, mature seeds, raw",0.0,12.5999999999999996447286321199499070644378662109375,g,"1 tbsp",0.0
175192,16026,NDB #,SR Legacy,"Beans, great northern, mature seeds, canned",0.0,262,g,"1 cup",0.0
175196,16035,NDB #,SR Legacy,"Beans, kidney, royal red, mature seeds, raw",0.0,184,g,"1 cup",0.0
175193,16027,NDB #,SR Legacy,"Beans, kidney, all types, mature seeds, raw",0.0,184,g,"1 cup",0.0
